I002,I006,I009,I010,I016,I022,I024,I034,I039,I040,I041,I044,I045,I052,I056,I057,I065,I069,I071,I075,I077,I087,I091,I094,I095,I096,I097,I098,I109,I111,I114,I119,I132,I135,I141,I143,I147,I148,I152,I159,I167,I173,I175,I182,I183,I184,I185,I188,I190,I212,I222,I224,I225,I228,I230,I234,I244,I251,I254,I257,I260,I267,I268,I274,I279,I282,I284,I289,I291,I294,I296,I298,I302,I304,I310,I311,I315,I317,I319,I324,I326,I327,I347,I349,I350,I354,I372,I377,I378,I379,I382,I391,I394,I395,I403,I412,I418,I421,I422,I430,I432,I439,I442,I444,I454,I458,I460,I465,I469,I478,I479,I481,I490,I495,I504,I506,I507,I512,I513,I514,I518,I522,I523,I525,I532,I535,I536,I538,I542,I544,I552,I572,I573,I585,I589,I600,I601,I608,I609
0.7312134,0.7838867,0.7671763,0.7793186,0.7890823,0.786101,0.7885224,0.8234842,0.7967837,0.8533192,0.7857065,0.8189754,0.7965406,0.7774491,0.7926059,0.8317208,0.8040944,0.8015206,0.8086849,0.7453891,0.7922871,0.7934958,0.8113362,0.8076985,0.7838866,0.7954416,0.7623517,0.8253475,0.7854017,0.8092008,0.778623,0.759375,0.8012689,0.8045786,0.7876417,0.7578866,0.7824646,0.7703859,0.819397,0.8013237,0.7297024,0.7704949,0.7875084,0.8047023,0.8261588,0.7938548,0.8223851,0.8217993,0.7905053,0.8061841,0.7981451,0.8034103,0.7919585,0.729462,0.77876,0.7937117,0.8046618,0.7771103,0.797134,0.7844406,0.7922986,0.7623415,0.7963781,0.7842798,0.7631184,0.7290671,0.802623,0.7878456,0.794192,0.7781163,0.8063335,0.8290792,0.7768579,0.8035509,0.8098957,0.7907387,0.7639102,0.8060897,0.7586217,0.7790362,0.7886683,0.7648675,0.7880164,0.8028412,0.7850416,0.8008406,0.7657582,0.8167807,0.7697796,0.7945095,0.7870489,0.7811427,0.745054,0.7696687,0.7898366,0.7447484,0.7778085,0.8105131,0.7727975,0.8205718,0.79818,0.7760197,0.7758448,0.7847991,0.7399073,0.8012781,0.7991472,0.8024342,0.7812648,0.8200639,0.8146771,0.7819149,0.822021,0.7738926,0.7975639,0.7483939,0.8091981,0.7479489,0.8118171,0.7838062,0.7575576,0.7497248,0.7766482,0.7707375,0.8108602,0.7362506,0.7802274,0.7874568,0.7667748,0.7888805,0.8055835,0.8033413,0.8196337,0.7821535,0.7936092,0.770479,0.7973068,0.8035062,0.8151889
0.1195556,0.1298911,0.15164,0.1509546,0.1139586,0.1380119,0.1358481,0.09945416,0.1214771,0.1166575,0.09268549,0.1437611,0.08719487,0.1056968,0.1832913,0.135108,0.2217158,0.116639,0.08212815,0.2041826,0.1439434,0.1454434,0.1135601,0.1176513,0.1789092,0.1154421,0.1545075,0.215075,0.1724211,0.1772302,0.1177511,0.11691,0.1331691,0.1948006,0.08846465,0.140188,0.163957,0.1957976,0.09616177,0.1738748,0.1844373,0.1231936,0.1992794,0.1155049,0.2045888,0.1370683,0.1400871,0.1763966,0.1280946,0.2277545,0.1311255,0.09501681,0.1321892,0.1809881,0.2221657,0.1663413,0.1170553,0.1964974,0.1349004,0.120277,0.1530972,0.1405722,0.2101396,0.1936997,0.1640756,0.206258,0.1831319,0.204026,0.09394313,0.127749,0.146892,0.1154926,0.1544635,0.1054741,0.1645898,0.1975123,0.1592303,0.1003264,0.1628871,0.1434748,0.1876135,0.2702415,0.1247955,0.1458775,0.1525415,0.1443394,0.2060696,0.2406122,0.1164281,0.1604986,0.0730356,0.1867195,0.1457678,0.1152341,0.2164185,0.1858769,0.1845029,0.1906622,0.1499582,0.06097987,0.1488896,0.1662312,0.1928781,0.1213314,0.1961166,0.165709,0.178789,0.1144672,0.1290807,0.1308399,0.2100558,0.1662394,0.1467438,0.2371444,0.1392527,0.1464469,0.2072769,0.2273107,0.1415325,0.203555,0.2002559,0.2589682,0.1777609,0.1629767,0.1427159,0.1396656,0.2060276,0.1583555,0.2605337,0.1315078,0.2287675,0.1306301,0.1388969,0.09335379,0.1246858,0.158866,0.1550079,0.1878388,0.154915
0.1683191,0.132242,0.1791766,0.1382764,0.1227961,0.1448741,0.1673254,0.08036489,0.1165325,0.1320646,0.1285108,0.1549814,0.1388304,0.1068156,0.1089094,0.1001876,0.2014008,0.1471279,0.08313867,0.1459681,0.1052456,0.1311747,0.0801608,0.115628,0.1248348,0.1004134,0.111695,0.1550203,0.1859336,0.1853962,0.1376956,0.121627,0.1432977,0.1616903,0.07759009,0.1091054,0.1312902,0.1881491,0.07365666,0.136735,0.1798419,0.1387379,0.1353918,0.1289333,0.1412389,0.09832955,0.1097111,0.1077786,0.1292973,0.1130994,0.1288945,0.143969,0.1045795,0.1557691,0.1490882,0.1645241,0.140433,0.1535238,0.1173154,0.1221399,0.1839458,0.1386376,0.1147046,0.1678096,0.169266,0.1282839,0.1616226,0.1159141,0.104724,0.1241948,0.08325991,0.1136515,0.1522621,0.1118126,0.1331075,0.1373932,0.1587933,0.103656,0.1432668,0.1162612,0.1313396,0.2473547,0.1138898,0.1202912,0.2243048,0.1000926,0.12021,0.1734541,0.1822409,0.1265278,0.08384164,0.1398775,0.1405637,0.080171,0.08881855,0.1709285,0.1432096,0.1107692,0.1112008,0.09694429,0.1664331,0.126228,0.1285898,0.1029244,0.1244269,0.1771797,0.1355353,0.1331287,0.1478915,0.08959662,0.1227382,0.1296179,0.1287351,0.1970967,0.1111493,0.1492257,0.1520625,0.1727343,0.09392552,0.1800342,0.1549494,0.1191348,0.1183848,0.1180246,0.1191903,0.1353048,0.1486709,0.1199162,0.1486283,0.1313757,0.1542854,0.1552394,0.1553557,0.1140675,0.1506801,0.1235272,0.1403338,0.1644458,0.1214706
0.5149894,0.4140528,0.4243984,0.4808954,0.4790163,0.4489643,0.4653187,0.4684782,0.4569718,0.493355,0.4415406,0.4291559,0.4714301,0.5058565,0.4948521,0.4893025,0.4753844,0.4551394,0.3989071,0.3952906,0.5028031,0.4457255,0.4742505,0.4625039,0.4157172,0.4774724,0.5113328,0.5158889,0.4833117,0.4234048,0.4607294,0.4624706,0.4070899,0.44799,0.4635845,0.4827057,0.4770936,0.4447763,0.4429409,0.4541226,0.4571356,0.383672,0.4651198,0.4932019,0.3855508,0.429884,0.4766937,0.457844,0.5007702,0.5030868,0.4968393,0.4542894,0.4708669,0.497314,0.4477328,0.4101646,0.4419619,0.4726394,0.467701,0.5124057,0.4046645,0.488357,0.4499196,0.46525,0.4806635,0.4874616,0.4667718,0.4755266,0.4709787,0.4587591,0.4347336,0.466881,0.4722998,0.5209405,0.5302457,0.4576114,0.4889803,0.4476966,0.4698278,0.4397215,0.4229639,0.4364516,0.3906321,0.4018571,0.5047281,0.507021,0.4392477,0.4918812,0.5119209,0.4150315,0.4238521,0.4071409,0.5025993,0.4093509,0.4416994,0.4677601,0.4833333,0.4569521,0.4935941,0.482831,0.4534988,0.4556506,0.4574355,0.4844167,0.4347529,0.4344371,0.417513,0.4899943,0.4796282,0.4999347,0.3815047,0.4450596,0.5001269,0.4520422,0.4579101,0.4558287,0.4689076,0.3504989,0.430553,0.4553184,0.4201149,0.4663147,0.5181331,0.3954588,0.4442415,0.4992874,0.4593376,0.4671567,0.5059951,0.4910976,0.4542774,0.4540627,0.4898461,0.4459992,0.4165534,0.4018429,0.5005734,0.4592811,0.4603561
0.1133686,0.1060665,0.1138211,0.1098131,0.09843703,0.1107908,0.1132644,0.0929322,0.107657,0.1159589,0.08502595,0.1165218,0.1068338,0.07557234,0.09219569,0.09790092,0.1019754,0.1033405,0.08560446,0.1010878,0.09557968,0.08763801,0.09176391,0.09381352,0.090996,0.08720926,0.0979524,0.1103976,0.1165983,0.1114335,0.1112789,0.09500897,0.1067337,0.104639,0.085976,0.09399015,0.09292515,0.1301539,0.0841211,0.1104994,0.1112528,0.09929685,0.09923229,0.1247633,0.1011076,0.1089725,0.09985313,0.09261626,0.107444,0.08646119,0.1080734,0.1051995,0.09492592,0.1113697,0.1220953,0.1132886,0.121473,0.1107918,0.08072063,0.1051449,0.1060893,0.115228,0.1103971,0.1119308,0.1097739,0.1186422,0.09940344,0.09767465,0.09299347,0.1007912,0.1062715,0.08909389,0.1053063,0.1125468,0.1046884,0.1232879,0.1110521,0.08257078,0.1044711,0.09643376,0.09932806,0.1265788,0.09073929,0.1016616,0.09870308,0.09989138,0.09012637,0.1014482,0.1130249,0.09084974,0.08586721,0.09681837,0.1070492,0.08253513,0.1092616,0.1117062,0.1110135,0.0989336,0.1093843,0.09607864,0.1153624,0.09488411,0.1170859,0.08121198,0.1053665,0.1145682,0.08421803,0.09513143,0.1089986,0.08265332,0.108317,0.1041261,0.1034451,0.1121427,0.1037561,0.105752,0.1105689,0.1203122,0.08431228,0.1083453,0.1136592,0.1140755,0.09822649,0.09255306,0.111862,0.09253401,0.1194249,0.1010322,0.1233434,0.1049171,0.1006929,0.1038337,0.1075382,0.08780254,0.1065087,0.09248802,0.09542851,0.1144221,0.09178517
0.3646947,0.2960524,0.3325186,0.3008795,0.2855655,0.2885364,0.3462868,0.2331195,0.3227972,0.2913874,0.3410132,0.3614138,0.3212079,0.3295632,0.2630737,0.2622244,0.3542082,0.3692005,0.2453944,0.3218099,0.309808,0.3021407,0.3140006,0.3118534,0.2957805,0.2849419,0.2629902,0.3130923,0.3502105,0.3735004,0.3214918,0.3354765,0.3158367,0.3599558,0.2367343,0.2799621,0.3303914,0.3591124,0.2509183,0.336008,0.3709936,0.3446693,0.3187858,0.3681212,0.3681455,0.2844881,0.2706271,0.2734784,0.3429495,0.2691582,0.2818086,0.3189032,0.2810776,0.3927608,0.369004,0.3688482,0.3305926,0.3687103,0.3275937,0.3061619,0.3526392,0.3710994,0.3614177,0.3341132,0.3710437,0.3581176,0.3122392,0.2720737,0.2311122,0.3325237,0.2829766,0.3139406,0.3259008,0.2460949,0.2670032,0.3611337,0.3558468,0.2892446,0.2892229,0.3004179,0.2842787,0.4710071,0.3131796,0.2904131,0.4125616,0.311365,0.3429224,0.3611169,0.3252544,0.3255003,0.2484981,0.3959329,0.3787419,0.2654427,0.2908953,0.3659763,0.3879521,0.2950732,0.3231488,0.2372969,0.3671797,0.3132855,0.3387356,0.2590373,0.2886389,0.4036421,0.3058981,0.3596467,0.2833825,0.2230169,0.286695,0.3095926,0.2994335,0.3603472,0.2933476,0.3154615,0.3011571,0.3364694,0.2476104,0.3386775,0.44273,0.3123593,0.3023219,0.247811,0.3201593,0.287224,0.3512475,0.2898157,0.3513913,0.3119799,0.3148661,0.3174984,0.3444974,0.326189,0.3533722,0.3138857,0.29785,0.3065918,0.3150575
0.6765359,0.6719068,0.675756,0.6931862,0.6699786,0.6655272,0.6130743,0.6946766,0.6659811,0.6994517,0.6393716,0.6312317,0.6962529,0.7038472,0.6851758,0.6624635,0.6433962,0.6285013,0.6490808,0.6773956,0.6969715,0.6883572,0.7258288,0.6616601,0.7526746,0.6919368,0.6609397,0.6688767,0.5958096,0.5771521,0.6042831,0.6317173,0.7095924,0.6743764,0.7253166,0.6913809,0.6838129,0.6352932,0.7289774,0.5751227,0.618639,0.603589,0.6795862,0.5682914,0.6411597,0.7334075,0.7718892,0.6619402,0.6827111,0.6725365,0.7313534,0.6567878,0.7434672,0.6980591,0.6391848,0.6152934,0.7108453,0.6669893,0.6988943,0.7016303,0.7034572,0.6600352,0.6867421,0.713587,0.6368029,0.6248271,0.6108251,0.6804028,0.6688774,0.6577865,0.6391696,0.6634457,0.7073762,0.7201989,0.7220948,0.6508028,0.6946625,0.7165944,0.6922258,0.6493091,0.6919942,0.5092581,0.6858486,0.6007435,0.6796578,0.6988602,0.7124073,0.6482337,0.6148906,0.62017,0.6393871,0.6686715,0.6669315,0.7086071,0.7124702,0.6475179,0.6732036,0.6830341,0.7131316,0.7069567,0.6691532,0.6114122,0.7142484,0.6440257,0.6455964,0.6669095,0.6915186,0.6872976,0.6563444,0.7452996,0.6372032,0.6639389,0.7426342,0.6014969,0.7151012,0.6859443,0.6542916,0.5957432,0.7154945,0.6364912,0.5909664,0.6254765,0.7140687,0.6673764,0.7360958,0.6895759,0.5683931,0.6974238,0.6446562,0.657426,0.6343147,0.6538294,0.7040164,0.6855519,0.659386,0.6760737,0.6472325,0.6476086,0.6922209
0.221735,0.1375453,0.1653093,0.1519362,0.1401751,0.1690329,0.1935117,0.120714,0.1683483,0.1617006,0.1634027,0.169813,0.1727571,0.1473984,0.1511546,0.1407072,0.204203,0.1782855,0.1297056,0.1723164,0.17539,0.1603155,0.1518268,0.1434708,0.1442481,0.1530538,0.1542304,0.1576391,0.1853793,0.203837,0.170399,0.1631244,0.1655817,0.1846543,0.1299836,0.1227912,0.1646099,0.2200799,0.153911,0.196965,0.1732351,0.1786734,0.1736148,0.1788432,0.1960133,0.1629146,0.1344372,0.1541504,0.1799213,0.1402996,0.1646604,0.1567358,0.1196701,0.1740477,0.1644885,0.189903,0.1442033,0.1899242,0.1619818,0.1566862,0.1705836,0.2201126,0.1875954,0.190303,0.188047,0.1871291,0.160665,0.1419264,0.1327602,0.1777312,0.1568049,0.1617117,0.1835369,0.1326835,0.168754,0.1621473,0.1888196,0.1383618,0.1673294,0.1443615,0.1551241,0.2799999,0.1845085,0.1528642,0.2029373,0.1215363,0.144418,0.1855248,0.1849406,0.1882356,0.141567,0.2477086,0.1830079,0.1234722,0.1618192,0.2030008,0.1876173,0.1522059,0.1686823,0.1485459,0.1572476,0.159784,0.1678671,0.1340577,0.1704048,0.1675565,0.1461671,0.1885976,0.1384941,0.1492019,0.1513162,0.1567578,0.1443679,0.1867819,0.1662652,0.1670111,0.1477934,0.1867268,0.1444335,0.1869672,0.1972701,0.1840601,0.1592616,0.1413313,0.1581316,0.1392751,0.190175,0.1603878,0.2078652,0.1478564,0.1800717,0.170677,0.1757313,0.1530788,0.1827557,0.1466564,0.1481593,0.1685018,0.1641564
0.3325601,0.3700777,0.360706,0.3637974,0.3415836,0.3017935,0.3699412,0.4027785,0.3394444,0.3656037,0.2998602,0.3028324,0.3099969,0.3639229,0.3492368,0.3023617,0.3187819,0.3567191,0.2901331,0.3603243,0.374191,0.3524302,0.3663783,0.3457588,0.3819222,0.4039393,0.3299376,0.3550616,0.3277638,0.3588162,0.3402817,0.3549331,0.3802095,0.3398176,0.3241247,0.3488682,0.3272267,0.3055093,0.3097353,0.3197576,0.2771037,0.3392187,0.3257723,0.3019561,0.3428389,0.3205962,0.3546327,0.3563108,0.3450872,0.373476,0.3019598,0.3542921,0.3234595,0.3670871,0.3789526,0.3060069,0.3275681,0.3233412,0.3362903,0.3110282,0.3362139,0.3390593,0.3559065,0.3536116,0.325153,0.3465893,0.3250871,0.3616383,0.3481531,0.2898759,0.3500048,0.3366899,0.3460989,0.3936943,0.3671694,0.2647933,0.3130759,0.3074271,0.3243255,0.3366146,0.3100053,0.3023532,0.3196637,0.2907869,0.333391,0.354693,0.3557479,0.3448712,0.3413413,0.2738872,0.3483465,0.3406453,0.328239,0.3755338,0.3665408,0.333147,0.3121185,0.3292833,0.3588358,0.3042331,0.348462,0.3072636,0.3214541,0.4037555,0.3315276,0.3337988,0.3235303,0.3887169,0.3537366,0.3846729,0.3588638,0.3958514,0.3697738,0.2821442,0.3159002,0.3352582,0.3281319,0.2856368,0.3287963,0.3593138,0.3384746,0.3382584,0.3189369,0.322231,0.3436359,0.3842919,0.3275098,0.349972,0.3383797,0.3366971,0.3457352,0.369867,0.3635761,0.3807046,0.2796278,0.3205664,0.3534989,0.3481426,0.3893637
0.1722848,0.1036615,0.124497,0.1048789,0.1036257,0.1317215,0.128806,0.07225604,0.1304129,0.07421755,0.09955294,0.1394354,0.1135802,0.07498938,0.0744084,0.07707898,0.2450067,0.1395961,0.04525857,0.09083465,0.1002636,0.09405266,0.07625101,0.07208564,0.0698783,0.07576907,0.07002534,0.08413884,0.1620857,0.2173503,0.1200369,0.1010429,0.1057701,0.103653,0.05479818,0.07332112,0.07869769,0.1739852,0.0563268,0.1423894,0.1838968,0.1297539,0.07629492,0.1691326,0.1404229,0.1011407,0.07531058,0.07979126,0.0840407,0.0886514,0.1166807,0.1356422,0.05128567,0.1726851,0.2033327,0.1503267,0.1619363,0.1806315,0.1382138,0.06391532,0.1330431,0.1606589,0.1676621,0.08715779,0.1570771,0.130159,0.1177997,0.1043035,0.04189095,0.1062095,0.1042932,0.08900636,0.09131281,0.04777651,0.09678618,0.165685,0.1401355,0.09719686,0.09725998,0.08144829,0.1126917,0.1941705,0.1259439,0.09450584,0.1632724,0.07092553,0.142581,0.1065607,0.1035044,0.09314398,0.09651312,0.1966435,0.1683677,0.08605243,0.1167122,0.1580726,0.08712048,0.08491324,0.1100937,0.06669431,0.1423161,0.08769047,0.1599646,0.08460806,0.1015595,0.1586252,0.06491874,0.1568189,0.07014523,0.06388818,0.08063412,0.1246459,0.06892692,0.1318271,0.1105704,0.1214161,0.1084069,0.1569679,0.05521277,0.1464268,0.2096804,0.1141538,0.108067,0.1027305,0.1157234,0.1328194,0.1325315,0.04980031,0.1333457,0.09543713,0.140788,0.08962173,0.1647864,0.1170197,0.116165,0.1349955,0.1267559,0.1228854,0.1101668
0.3010691,0.2930911,0.3409971,0.298517,0.3175357,0.34193,0.2939032,0.3398311,0.3261673,0.3202726,0.2872753,0.2527096,0.3286453,0.3355294,0.3247547,0.3162307,0.3190574,0.3280856,0.2808731,0.30959,0.3832473,0.3629567,0.2937007,0.2963931,0.3474295,0.3246526,0.3080447,0.3910167,0.3672897,0.3069291,0.2713927,0.2653187,0.2951738,0.3345715,0.3487768,0.3269819,0.2580066,0.2982085,0.3294418,0.3096321,0.2536952,0.2667051,0.33641,0.2596627,0.3044308,0.3583529,0.2816621,0.3437852,0.2868541,0.3488819,0.2779156,0.3703903,0.3158279,0.2684936,0.2961316,0.351737,0.3043076,0.3386476,0.2721093,0.2586354,0.3591905,0.3206306,0.3419761,0.3316479,0.2895081,0.2870159,0.3516784,0.3043727,0.3705719,0.2978052,0.2938944,0.4010139,0.3187001,0.2887564,0.3848655,0.2770545,0.3482918,0.2672305,0.3002366,0.2965506,0.301531,0.2811598,0.3336919,0.3084863,0.3300276,0.2831659,0.2999177,0.3212742,0.3071033,0.2513096,0.2562804,0.2876806,0.3031151,0.2666141,0.3255579,0.2959379,0.2664942,0.3650572,0.3244698,0.2759786,0.3242604,0.288461,0.3263542,0.3306952,0.2678241,0.3591269,0.3375848,0.346206,0.3112747,0.3447101,0.371056,0.2817276,0.4199028,0.3131194,0.3344643,0.2941835,0.3558275,0.2310341,0.3930839,0.3410879,0.2926286,0.3090133,0.3333072,0.2915276,0.345847,0.2597761,0.322469,0.3078091,0.3227203,0.3148513,0.3163937,0.3300283,0.3609709,0.3343553,0.2816356,0.2449892,0.3170079,0.3173956,0.2765812
0.9258965,0.9523861,0.9458026,0.9502903,0.9761437,0.9545922,0.921503,0.9473521,0.9221273,0.9487662,0.954972,0.9246299,0.9509334,0.9303335,0.9293638,0.9440793,0.9345087,0.9376164,0.9539136,0.9454604,0.9430524,0.9133761,0.938642,0.9331396,0.9549296,0.9592836,0.9236379,0.9282185,0.951635,0.937605,0.9454799,0.9408785,0.9313132,0.9303053,0.9282613,0.9526629,0.9336615,0.9187579,0.9270128,0.9193706,0.9205924,0.9586291,0.9725058,0.9514654,0.9319431,0.8975366,0.946785,0.9241603,0.9276164,0.94528,0.9546798,0.9106099,0.9257812,0.945973,0.9374677,0.91066,0.8926131,0.9710297,0.917751,0.9419615,0.9179487,0.924136,0.900259,0.9224492,0.9413304,0.9335703,0.931844,0.8899131,0.980067,0.9623131,0.9197951,0.9158178,0.9164815,0.9179119,0.9456967,0.9757776,0.9702573,0.916564,0.8919032,0.9237192,0.9075202,0.9151492,0.9440189,0.9236614,0.9458006,0.9709793,0.9294742,0.9379715,0.9754767,0.960423,0.9310294,0.9462613,0.9172922,0.9306776,0.9390532,0.9525536,0.9305788,0.9363478,0.9343165,0.9142056,0.9312788,0.9368971,0.9376369,0.9345956,0.9406235,0.9432885,0.9234574,0.9413865,0.8886029,0.9093412,0.9482094,0.9368362,0.9314734,0.9357833,0.9223952,0.9382712,0.9168785,0.9568706,0.9366786,0.9487274,0.9164456,0.9503029,0.9837674,0.9300762,0.926439,0.8906164,0.9753546,0.9299331,0.9129665,0.9039399,0.92202,0.9098316,0.9719637,0.9220415,0.9542589,0.9566978,0.9255226,0.8981886,0.9291074
0.3895453,0.3021801,0.3446702,0.3280963,0.300655,0.3345207,0.3247421,0.2556977,0.3195536,0.3207556,0.2750108,0.3225932,0.3174155,0.3193559,0.2827401,0.2862039,0.3462158,0.324149,0.2611475,0.3092864,0.2888151,0.2979851,0.2844735,0.2812067,0.2845946,0.3052399,0.2861659,0.3125884,0.3411653,0.3211445,0.3206498,0.303112,0.3192849,0.346219,0.2652813,0.2829899,0.2860212,0.3709916,0.2736546,0.3340829,0.3396645,0.3315279,0.3133771,0.3334509,0.3429679,0.323722,0.2854204,0.2704045,0.3149833,0.2977074,0.3662037,0.3150933,0.289568,0.3141779,0.3352685,0.3343125,0.2913966,0.3206716,0.3329097,0.3096587,0.3345879,0.3365315,0.3239604,0.3265091,0.3195003,0.3262888,0.278261,0.2736786,0.2477876,0.2978404,0.3094614,0.2814865,0.2973596,0.2344089,0.3330865,0.3560865,0.3666467,0.3043393,0.3343768,0.3197399,0.2880397,0.4514059,0.3210221,0.2971339,0.3743305,0.2871289,0.3067632,0.3143373,0.3114466,0.301264,0.3421449,0.3617139,0.3064427,0.2767297,0.3256596,0.3590966,0.3340548,0.2838252,0.2991896,0.2861983,0.3385569,0.3052866,0.3443966,0.2933464,0.3173771,0.331047,0.3199157,0.331312,0.2893989,0.2950367,0.2864729,0.2841547,0.2664553,0.3307794,0.2930896,0.320471,0.2941289,0.3228805,0.2744472,0.3574313,0.4065243,0.3020399,0.3098708,0.288348,0.3263561,0.2964205,0.3301696,0.3023059,0.3656906,0.3090631,0.3270322,0.3569806,0.3392145,0.3343112,0.3536553,0.3236523,0.3137277,0.3529693,0.2976956
0.5470093,0.5605932,0.6006284,0.5521277,0.5779082,0.5488615,0.5778929,0.6261492,0.5354453,0.5435392,0.5004423,0.5324831,0.5438052,0.6081617,0.5701389,0.5787169,0.5711794,0.5383028,0.5746182,0.5471153,0.5951555,0.5624413,0.5863005,0.54896,0.5940503,0.5715606,0.5584738,0.5675295,0.5548846,0.5701999,0.5256172,0.5427197,0.570438,0.5805266,0.5899682,0.5614932,0.5675156,0.5425407,0.5333726,0.5543156,0.4519059,0.4975411,0.5303627,0.5008692,0.5520849,0.5652106,0.561956,0.5898694,0.557299,0.596545,0.488815,0.5829839,0.5323972,0.5716906,0.5278093,0.5606664,0.5446199,0.5634722,0.5307317,0.5616661,0.4845839,0.5370243,0.5624253,0.5771644,0.5572609,0.5724066,0.5754347,0.5640869,0.5669808,0.5721065,0.5608603,0.4964673,0.5620819,0.5859594,0.5593249,0.5547937,0.5551487,0.5350255,0.5621576,0.5575902,0.5526187,0.5158044,0.4992772,0.50735,0.5239326,0.540094,0.5524318,0.5744023,0.5595816,0.5013767,0.4626119,0.5682577,0.5711846,0.5723225,0.5494788,0.5747005,0.5548626,0.5907772,0.5927048,0.5340927,0.5772606,0.5177026,0.5503277,0.5879964,0.5503134,0.5223101,0.5449947,0.54978,0.5517492,0.5693597,0.5734863,0.5543608,0.5718554,0.5396644,0.4873179,0.5520878,0.5353708,0.4916634,0.5468383,0.5631144,0.5330772,0.5665873,0.5483698,0.523303,0.5852944,0.5308627,0.5720698,0.5834562,0.5668743,0.5949756,0.5303158,0.566677,0.5422882,0.5955573,0.5181968,0.5382273,0.6127638,0.5641431,0.5670951
0.02851728,0.02974315,0.0439278,0.02567744,0.03047481,0.02556609,0.044529,0.02104679,0.02057649,0.04005742,0.02823786,0.03882229,0.05275448,0.0204913,0.03401623,0.02735562,0.08305749,0.02717291,0.03407338,0.0342667,0.04347605,0.02214561,0.03971522,0.03119255,0.03829931,0.01576713,0.02858639,0.04479406,0.02613915,0.06025441,0.04565302,0.03439059,0.02666766,0.04574795,0.01420992,0.04308904,0.01899314,0.02880577,0.01823633,0.02979045,0.06189442,0.03385638,0.02272249,0.04147507,0.03835667,0.04354902,0.0288633,0.05070736,0.03737789,NA,0.04088383,0.02541811,0.02621671,0.06992359,0.05192425,0.02952112,0.02775783,0.03440844,0.04309514,0.03668097,0.08015458,0.04754649,0.05930934,0.02633445,0.03680077,0.04184644,0.02327025,0.01763211,0.02593253,0.0448897,0.02841139,0.02650405,0.02817776,0.01916857,0.04214628,0.1086355,0.03326164,0.0373494,0.0307379,0.01981519,0.03253846,0.1453594,0.04828498,0.02793713,0.0899279,0.03612434,0.02489397,0.03161473,0.03757656,NA,0.009731928,0.08778825,0.04154409,0.01475423,0.03430064,0.03252652,0.02860635,0.03013198,0.05583245,0.03287829,0.01939834,0.03197275,0.06774303,0.02830335,0.04400431,0.09266313,0.02386086,0.03499896,0.02412642,0.02892104,0.03433383,0.02773851,0.03036603,0.03009761,0.03858744,0.03347683,0.02716151,0.04344501,0.02497477,0.04649373,0.09439739,0.0377231,0.06092301,0.02083821,0.02755872,0.03916067,0.04104468,0.02461913,0.0459986,0.05347146,0.04984907,0.03435303,0.02338905,0.03636804,0.02712259,0.02422501,0.04279098,0.04093627,0.03304717
0.07083447,0.09127497,0.08460015,0.07902125,0.07579177,0.08354529,0.07107124,0.07498676,0.1326661,0.07102596,0.08793104,0.14217,0.1123005,0.0660077,0.07688209,0.08384965,0.1143894,0.08677705,0.1664946,0.1069599,0.07753897,0.08785799,0.07380127,0.08261376,0.0913277,0.04992586,0.06973575,0.07138169,0.09469867,0.1450037,0.07488121,0.115647,0.08930549,0.09495596,0.07756627,0.06888595,0.06971749,0.1122788,0.07602002,0.07655155,NA,0.07665474,0.0749825,0.1011842,0.09434497,0.1031964,0.08144093,0.04703795,0.09663865,0.1028264,0.07367339,0.07614625,0.0780171,0.0801921,0.106788,0.119889,0.07134179,0.1099729,0.09611882,0.09856445,0.1338867,0.1087286,0.08364587,0.1108995,0.1039119,NA,0.09945688,0.07848284,0.1142203,0.08220719,0.07288526,0.06964967,0.1009364,0.07110354,0.1227028,0.06478151,0.09123416,0.1024767,0.09619466,0.09954046,0.08565861,0.1664109,0.08167247,0.07979659,0.1219373,0.08032206,0.08017855,0.09558335,0.05938074,0.09398681,0.0756166,0.08148669,0.07081963,0.06779877,0.09835537,0.1165437,0.1170628,0.09632607,0.1333804,0.08608092,0.1052995,0.09204533,0.1456165,0.1168837,0.1058797,0.1309878,0.1025638,0.09932637,0.07530928,0.09865171,0.06314662,0.07367477,0.07258944,0.1105025,0.0761322,0.1009682,0.0599144,0.1614108,0.07214243,0.0782145,0.1010922,0.07703431,0.1004523,0.08724893,0.09722941,0.08368227,0.1130376,0.08322334,0.09801953,0.09585706,0.0912367,0.07880836,0.07752532,0.06885885,0.1056184,0.1007905,0.06656905,0.1022771,0.09076577
