I002,I006,I009,I010,I016,I022,I024,I034,I039,I040,I041,I044,I045,I052,I056,I057,I065,I069,I071,I075,I077,I087,I091,I094,I095,I096,I097,I098,I109,I111,I114,I119,I132,I135,I141,I143,I147,I148,I152,I159,I167,I173,I175,I182,I183,I184,I185,I188,I190,I212,I222,I224,I225,I228,I230,I234,I244,I251,I254,I257,I260,I267,I268,I274,I279,I282,I284,I289,I291,I294,I296,I298,I302,I304,I310,I311,I315,I317,I319,I324,I326,I327,I347,I349,I350,I354,I372,I377,I378,I379,I382,I391,I394,I395,I403,I412,I418,I421,I422,I430,I432,I439,I442,I444,I454,I458,I460,I465,I469,I478,I479,I481,I490,I495,I504,I506,I507,I512,I513,I514,I518,I522,I523,I525,I532,I535,I536,I538,I542,I544,I552,I572,I573,I585,I589,I600,I601,I608,I609
0.40136,0.4176039,0.3722221,0.4383568,0.352927,0.3923726,0.4164979,0.3449597,0.3803407,0.3732363,0.4309329,0.390489,0.3812571,0.3133925,0.3814664,0.3838797,0.3953109,0.3823843,0.3798637,0.4097176,0.3785353,0.4103104,0.3848643,0.3592174,0.3709491,0.3936285,0.3615191,0.4093794,0.4223475,0.4005682,0.4240779,0.4126626,0.396502,0.3830791,0.3716675,0.3609406,0.3813584,0.4064112,0.2896778,0.372918,0.4031839,0.3894196,0.4393471,0.3533597,0.4006881,0.4335114,0.3656943,0.3766294,0.3708002,0.3990646,0.3781603,0.4224414,0.3584514,0.3658471,0.4205635,0.4072106,0.3420284,0.4015388,0.3915959,0.3750665,0.4408239,0.3643939,0.3219615,0.4501585,0.423001,0.3957429,0.3420342,0.3521917,0.3490193,0.3607039,0.3863283,0.3418016,0.357507,0.3589124,0.368525,0.4672864,0.4037007,0.3538643,0.3715062,0.3930859,0.4036493,0.4592828,0.3914675,0.3469598,0.435318,0.4110379,0.4050758,0.4273707,0.3941607,0.3634679,0.2815864,0.4344248,0.3890182,0.3677838,0.3661417,0.4039856,0.3653292,0.3789562,0.3774284,0.4289531,0.4165459,0.428741,0.4332778,0.372746,0.3452235,0.4096003,0.4115349,0.4048499,0.3825512,0.3558189,0.407582,0.3655897,0.3580609,0.3913859,0.3746907,0.4158519,0.4321381,0.4378959,0.4056426,0.4143881,0.4033546,0.3914216,0.3727294,0.3917824,0.406424,0.3644674,0.4163855,0.343799,0.3894826,0.3995758,0.4425829,0.3908466,0.3919879,0.3801298,0.3987103,0.4007163,0.3872528,0.4076623,0.3522776
0.311439,0.2534798,0.3018884,0.2736093,0.2800549,0.2716714,0.3189845,0.2186373,0.2550554,0.2489915,0.2575956,0.2950981,0.2537739,0.2213557,0.2299211,0.259469,0.2974107,0.2938737,0.2079953,0.3140059,0.2837791,0.2847256,0.2373922,0.2504359,0.2746179,0.2503912,0.2589518,0.2940945,0.3365976,0.3192608,0.2365986,0.2697017,0.2558712,0.3282135,0.2150967,0.2579593,0.2696789,0.320042,0.2454512,0.2862225,0.2853651,0.2658184,0.2555524,0.2877019,0.2888941,0.2576384,0.2389378,0.2434825,0.2864022,0.2468203,0.2463159,0.2733243,0.234077,0.2949516,0.2937886,0.2611156,0.2526131,0.2844772,0.2343815,0.2743314,0.2992884,0.2758653,0.2569986,0.2801511,0.2990787,0.2750636,0.244854,0.2703183,0.2402802,0.254329,0.2723565,0.2394048,0.2520803,0.2345279,0.2992398,0.2967776,0.2946742,0.2449543,0.2706242,0.2382608,0.2712615,0.3869555,0.2656951,0.2530901,0.2873043,0.257526,0.3016981,0.3174547,0.3038348,0.3288831,0.2065534,0.3422865,0.2632103,0.2368402,0.2686308,0.3080502,0.3078894,0.2947006,0.2569114,0.2214744,0.2682012,0.2451236,0.2619225,0.2310686,0.2817143,0.327633,0.2895826,0.2869745,0.2687726,0.2020298,0.2698315,0.2603315,0.2642177,0.311859,0.2550715,0.284068,0.2982703,0.2892759,0.2445395,0.3202479,0.3387306,0.2527191,0.2596626,0.2374528,0.2824116,0.2305283,0.2936019,0.2385077,0.3358748,0.2856837,0.3075974,0.2982977,0.2901988,0.2941885,0.2447138,0.2679597,0.2708423,0.2784865,0.2620611
0.04977825,0.03886629,0.05462837,0.04242615,0.03174638,0.04988438,0.03986392,0.04544492,0.05185023,0.04362522,0.03716927,0.05196555,0.03481104,0.02499291,0.03741306,0.02943516,0.04230372,0.03973773,0.03385057,0.04572526,0.04942503,0.05990197,0.04323977,0.04132844,0.03464462,0.0360149,0.04013721,0.0397478,0.04367528,0.05360845,0.06133542,0.04185472,0.03620839,0.03818424,0.03695989,0.03971876,0.04034397,0.04836803,0.03688898,0.04382082,0.04643359,0.0419206,0.04706212,0.04231458,0.04371419,0.03467594,0.04442221,0.03751251,0.0431036,0.02765114,0.04321686,0.04192913,0.03254849,0.05000082,0.05579104,0.04012616,0.03237356,0.04568759,NA,0.03489716,0.04772528,0.04329472,0.049291,0.0581544,0.05927278,0.04555906,0.04063513,0.04586611,0.03715318,0.05122915,0.04309544,0.02675694,0.05334981,0.03424402,0.03628631,0.05117396,0.0478214,0.03999956,0.04278131,0.03869403,0.04393476,0.04862604,0.03678035,0.04017047,0.04632962,0.04449312,0.04241958,0.05812845,0.0508581,0.03713492,0.03608699,0.05865354,0.03455194,0.04154014,0.04450548,0.05581912,0.04812127,0.05637331,0.04205677,0.05347353,0.04703105,0.05011021,0.05120214,0.03967839,0.03562896,0.05461764,0.03976768,0.03807696,0.03323181,0.03109108,0.0304115,0.04327086,0.04092499,0.04368238,0.04699775,0.0424167,0.04071591,0.04601358,0.03996652,0.05987646,0.05371847,0.03643764,0.03151276,0.0409594,0.03563891,0.02766524,0.04828854,0.03905335,0.04906258,0.04134431,0.05813889,0.0333563,0.05014231,0.03865175,0.03930855,0.03485433,0.02938863,0.0428304,0.04135608
0.1045293,0.08881386,0.1005536,0.0836131,0.07560652,0.075421,0.1124481,0.06299698,0.0912627,0.06857625,0.08760453,0.1036235,0.0858724,0.07809132,0.0771367,0.07347272,0.09630645,0.1032644,0.06667833,0.1131521,0.09334513,0.08859612,0.07631036,0.06782866,0.09497156,0.06695481,0.07775945,0.09048709,0.108892,0.1117413,0.08844211,0.08541708,0.08922779,0.07762451,0.06129892,0.08138999,0.08063054,0.104966,0.07464714,0.07657567,0.09705187,0.0732205,0.1083856,0.1028746,0.1258039,0.0720079,0.08096772,0.07238474,0.09788468,0.09124694,0.05972001,0.1295439,0.0772552,0.1132776,0.08598136,0.06786668,0.08467707,0.114115,0.0825704,0.1059715,0.08468325,0.1155035,0.1003724,0.1083289,0.1117163,0.08585341,0.08461345,0.1015071,0.08172273,0.07979785,0.07960248,0.07841393,0.06553323,0.07923707,0.07722636,0.1089315,0.1083229,0.107921,0.07956035,0.06962959,0.1008702,0.15315,0.07434996,0.07830981,0.1288839,0.09603742,0.08907636,0.1006665,0.0738646,0.07972166,0.05880275,0.1376414,0.09859722,0.073463,0.08389292,0.1177344,0.1389883,0.09049679,0.1055421,0.08303589,0.09212723,0.09786645,0.1022995,0.08093792,0.1098906,0.1189456,0.1014893,0.0998613,0.072835,0.0633223,0.06119012,0.0776474,0.07591314,0.1114106,0.08986769,0.09186575,0.0749903,0.1127602,0.07023282,0.1072019,0.1611989,0.09678884,0.06908131,0.09638806,0.07643107,0.08508633,0.1024145,0.0884419,0.1001973,0.09257055,0.1093492,0.08701648,0.09160309,0.08895392,0.1075538,0.1007247,0.09423362,0.1037997,0.1041009
0.4124343,0.3549359,0.398221,0.3975174,0.3669401,0.3970249,0.3813106,0.3378838,0.3814911,0.3958155,0.3493049,0.3777384,0.3805232,0.291783,0.3593542,0.3410268,0.440982,0.3908931,0.3120578,0.3974846,0.3646722,0.3437593,0.3545622,0.3378432,0.36514,0.3500026,0.3340847,0.3944872,0.4059137,0.3814186,0.3461793,0.3520177,0.3962524,0.4019298,0.3409393,0.3418029,0.3490773,0.4271114,0.324355,0.3956432,0.4167066,0.3657915,0.3808996,0.482236,0.371856,0.3309219,0.3683909,0.3134862,0.3959951,0.3371662,0.3603152,0.3481306,0.3251316,0.380788,0.4099981,0.3956741,0.3536852,0.3882418,0.3403001,0.36577,0.3977894,0.4157171,0.3766478,0.3791985,0.3874888,0.3685268,0.3598281,0.3577928,0.313125,0.3637776,0.3552206,0.382151,0.3708046,0.356517,0.4321282,0.3764511,0.4082053,0.3410863,0.364207,0.3352616,0.346683,0.4819802,0.3400714,0.2833908,0.4162206,0.3433629,0.3670076,0.412368,0.3858747,0.3464293,0.3646916,0.3946974,0.3816126,0.3836888,0.3988566,0.402877,0.3852629,0.3269124,0.3931161,0.3323023,0.3938714,0.3442459,0.3679539,0.3252648,0.3572924,0.3726362,0.3795718,0.3602016,0.3575969,0.3487954,0.3601097,0.3621182,0.3464835,0.3860653,0.3532788,0.374877,0.3601507,0.4418845,0.3444893,0.4255374,0.4648589,0.3450527,0.3847573,0.3675883,0.3710172,0.3511555,0.3872457,0.3256195,0.4125532,0.3753553,0.3984604,0.3986699,0.3450117,0.3869896,0.4190727,0.3920614,0.3779748,0.391557,0.3542435
0.09050656,0.09022304,0.08699746,0.09848353,0.07193077,0.09033042,0.1022415,0.06397119,0.1374052,0.08160202,0.1060801,0.08510783,0.0840395,0.1131745,0.05488239,0.08602589,0.09247503,0.09442195,0.0688092,0.1693574,0.08247465,0.0712066,0.06008223,0.08874843,0.08348612,0.05982623,0.08173988,0.06681471,0.112979,0.09242783,0.1316385,0.08858051,0.08795684,0.1156735,0.06871587,0.07157643,0.07706185,0.1100147,0.08176211,0.0937957,0.09165286,0.09110121,0.1198356,0.06397898,0.1014491,0.07005531,0.07538684,0.06596387,0.08621126,0.07650124,0.09762474,0.1094661,0.06979564,0.1077405,0.0836226,0.1226313,0.08703125,0.09720062,0.1567167,0.1056411,0.09361353,0.09755093,0.09419619,0.09257713,0.1156318,0.1008422,0.07493649,0.082522,0.07588386,0.09959524,0.09332849,0.06455934,0.08434125,0.06203497,0.07704002,0.08324877,0.08473199,0.08949285,0.07029665,0.08430222,0.06463091,0.2227928,0.07261029,0.08421811,0.135398,0.08523307,0.08996496,0.1029828,0.0929571,0.08964835,0.06381631,0.1462101,0.09374915,0.09071572,0.07662287,0.1395074,0.1021034,0.0739207,0.09452949,0.08682545,0.09310193,0.1153329,0.1145694,0.075971,0.05781977,0.1082231,0.07689395,0.07474805,0.09806118,0.06306574,0.08080446,0.09846149,0.0693572,0.09198508,0.1067974,0.09407628,0.06534502,0.1337783,0.07538106,0.1126704,0.1426487,0.09373167,0.06928954,0.0852593,0.06059891,0.07231808,0.1111265,0.08546968,0.09893562,0.07104474,0.09103792,0.1005001,0.1695814,0.07657794,0.08648023,0.09264415,0.09250411,0.08064806,0.08222083
0.1353315,0.1221981,0.1314044,0.1252076,0.09723046,0.1128594,0.1657565,0.1159785,0.1104057,0.1162561,0.1173025,0.1363406,0.1204207,0.1116904,0.1099486,0.1185949,0.1378822,0.107039,0.09614827,0.1223713,0.1342699,0.1152694,0.105309,0.1072721,0.1099457,0.08444965,0.1221213,0.1347354,0.1575551,0.1817846,0.1335229,0.1252901,0.1323082,0.1242104,0.1000903,0.1065034,0.1201089,0.1251574,0.09663976,0.1155216,0.1483001,0.09852044,0.1337249,0.1409161,0.1157953,0.09468567,0.1172285,0.09388429,0.1013729,0.102611,0.1147078,0.1055769,0.1121462,0.135112,0.1226188,0.1273251,0.1389287,0.1148161,0.1181605,0.1163113,0.1075202,0.144115,0.11119,0.1471855,0.1537015,0.1173354,0.1181063,0.1373965,0.1166141,0.1018695,0.1084665,0.1001771,0.1077225,0.1018782,0.1238197,0.1341408,0.139605,0.106258,0.1150177,0.1183947,0.1091497,0.1323743,0.1001214,0.07982296,0.1162544,0.1283446,0.1193186,0.1393506,0.1130901,0.1184267,0.09518799,0.147063,0.09623533,0.1161162,0.1066441,0.1357829,0.138741,0.124671,0.1019732,0.1174295,0.1267351,0.09963772,0.1086112,0.1116673,0.1142779,0.1383938,0.1135925,0.1146488,0.1068519,0.09390584,0.1124725,0.1229186,0.09573271,0.1341858,0.1242052,0.1205884,0.1212251,0.1588188,0.09289613,0.1459735,0.1361578,0.1089607,0.1084743,0.1261333,0.1225054,0.1140065,0.09822122,0.09678688,0.1493054,0.1211029,0.1051155,0.1197951,0.1447685,0.1105356,0.1355856,0.111894,0.1081515,0.1086576,0.1235496
0.197752,0.1814483,0.1808337,0.1832564,0.1635877,0.1621677,0.1988582,0.1516794,0.1861972,0.1496395,0.1726032,0.17036,0.1813134,0.1644383,0.1423284,0.1480802,0.2113253,0.1677808,0.1547585,0.1669436,0.1748389,0.1834175,0.2116201,0.1637771,0.1581462,0.1665684,0.1550328,0.1904432,0.182379,0.1876772,0.1878577,0.1839447,0.2018291,0.1656591,0.1843587,0.1712901,0.1506637,0.1736204,0.1655673,0.1641539,0.1804952,0.2062889,0.1830041,0.1801631,0.1735936,0.1802491,0.1512606,0.1664255,0.1864002,0.1511477,0.1598851,0.166359,0.1740579,0.2067176,0.1892112,0.1895305,0.1553152,0.2133947,0.1888908,0.1614325,0.1861706,0.2029897,0.1879262,0.1750172,0.2041279,0.1827368,0.1936047,0.1602135,0.16923,0.1752668,0.1619395,0.1712235,0.1703835,0.1778028,0.1496513,0.192318,0.2086198,0.1708359,0.178871,0.166431,0.16403,0.2042082,0.1634533,0.1491947,0.1974541,0.1926162,0.1878691,0.2051046,0.1842197,0.1730852,0.1466654,0.2549314,0.1898276,0.152933,0.1750422,0.1986446,0.1789915,0.1788962,0.1906552,0.1514123,0.1841413,0.1639672,0.2093029,0.1763032,0.1635686,0.201615,0.15503,0.1890472,0.1973043,0.1937933,0.1679456,0.1670688,0.1453312,0.2186593,0.1695139,0.1567275,0.1562294,0.2418317,0.1676221,0.2792301,0.2382524,0.2060121,0.1706437,0.2045246,0.1588121,0.1568379,0.2043855,0.1463506,0.1730989,0.197478,0.2485061,0.1881777,0.1968024,0.1917764,0.1857761,0.2056989,0.1722349,0.1839034,0.1567573
0.1762833,0.2005102,0.1802521,0.2004674,0.1676844,0.1724522,0.2665399,0.2198365,0.1798593,0.1852134,0.1989663,0.2155201,0.181842,0.2068732,0.1790113,0.1915703,0.1753616,0.1763037,0.1688358,0.2135253,0.1908451,0.1494955,0.2145864,0.1752625,0.2481704,0.1854915,0.1584618,0.1778354,0.2608785,0.1552069,0.1862764,0.166145,0.2021512,0.2085163,0.1977246,0.1630308,0.1721882,0.1761697,0.1939445,0.2256485,0.1798402,0.2656822,0.2323668,0.1538649,0.2895546,0.1836383,0.2021453,0.188336,0.1983819,0.1742369,0.1693043,0.161198,0.236054,0.2371635,0.2592947,0.2269574,0.1632193,0.1685587,0.17162,0.2069074,0.2834403,0.1845877,0.1895772,0.2327846,0.2224591,0.2232719,0.1654421,0.1409582,0.1531715,0.1644296,0.2226684,0.1572928,0.1854767,0.1527842,0.1765445,0.2040525,0.1998905,0.1756721,0.178233,0.1564457,0.1762677,0.2038104,0.1596927,0.1992521,0.2275015,0.169659,0.2100165,0.1878781,0.1879077,0.1626655,0.1378261,0.2408858,0.1828862,0.298425,0.1908575,0.2272288,0.199329,0.1458423,0.1966806,0.2027116,0.2671698,0.3043894,0.2468117,0.2025644,0.1540468,0.2078373,0.1829854,0.1831037,0.1843766,0.1629248,0.1988563,0.2144633,0.1754194,0.2067366,0.191365,0.1924454,0.1594488,0.233897,0.1574218,0.2137385,0.2108273,0.2108089,0.1836308,0.1651543,0.1582268,0.1481068,0.2116167,0.1999357,0.1878952,0.1832058,0.2189386,0.1681432,0.1626268,0.1903174,0.1836939,0.1954361,0.1694461,0.2432863,0.2598355
0.1068054,0.08005034,0.0886741,0.09447497,0.08492158,0.08433024,0.1072037,0.08204976,0.09943706,0.08022647,0.06998756,0.08521894,0.09454003,0.07334566,0.06357739,0.06216751,0.1122938,0.08497735,0.06644969,0.09744924,0.08969983,0.1011276,0.07985026,0.07790551,0.1046591,0.094901,0.08862995,0.06919476,0.1029124,0.09641955,0.105601,0.1066518,0.09459521,0.08367522,0.1141102,0.06418091,0.1066321,0.1201552,0.1033052,0.09985797,0.09783035,0.09247526,0.1098022,0.07567137,0.08702102,0.08237226,0.1164695,0.08305822,0.1109411,0.1011245,0.08109892,0.07948338,0.1106718,0.1184293,0.1211109,0.09919471,0.08624492,0.1102213,0.0971989,0.0933234,0.08544859,0.1133238,0.09349645,0.1079505,0.09055112,0.08870391,0.06912713,0.09021878,0.09171473,0.0939194,0.07522529,0.07120395,0.09712927,0.09500699,0.09015276,0.1035312,0.125696,0.09386554,0.09680853,0.08370306,0.09037422,0.1568135,0.1166343,0.08032563,0.1073303,0.091788,0.09476107,0.09595922,0.09729517,0.09234261,0.06751108,0.110232,0.08646422,0.09357295,0.08493279,0.1073022,0.1237218,0.1010286,0.09933864,0.08482423,0.1087577,0.1022657,0.1207559,0.1186162,0.08282422,0.1481543,0.08470006,0.09930575,0.07925442,0.08537426,0.08484698,0.1038368,0.08942886,0.08146738,0.0905007,0.06843118,0.09056061,0.108529,0.08639416,0.1067819,0.09828839,0.1013355,0.1120509,0.09723797,0.08689142,0.08065841,0.1107514,0.1011778,0.09272049,0.1022441,0.08609021,0.08292688,0.09890921,0.1003657,0.1161658,0.09620489,0.08349193,0.10758,0.1150135
0.7151022,0.7230511,0.7136526,0.7453621,0.7600734,0.7229844,0.6967624,0.7672251,0.7677633,0.7209507,0.7177218,0.7064349,0.7527364,0.7888955,0.7757843,0.7434857,0.7191544,0.7336408,0.7466246,0.7450066,0.7542409,0.7444174,0.7609296,0.7065092,0.7688181,0.7447254,0.7763632,0.7526739,0.7252029,0.7025201,0.6939732,0.7357188,0.7044843,0.7236145,0.755182,0.762749,0.7271608,0.6777635,0.7613217,0.7461688,0.6340728,0.711888,0.7847257,0.7349665,0.7131554,0.7607435,0.7510198,0.7675943,0.7433266,0.7144426,0.6713948,0.733629,0.7550214,0.7430809,0.7457565,0.7383704,0.7350721,0.7586569,0.7393814,0.6971577,0.686292,0.6870208,0.7391099,0.7455236,0.7271205,0.749927,0.748147,0.7294079,0.7531758,0.739708,0.7492794,0.7314411,0.7227156,0.7736079,0.7543025,0.6466476,0.7164924,0.7961691,0.7114789,0.7147413,0.7219416,0.6400819,0.7462016,0.7480818,0.7172292,0.7340959,0.7590659,0.725507,0.6994016,0.6517779,0.7485939,0.6938014,0.7278615,0.7541696,0.7261215,0.6998705,0.7344192,0.7177568,0.7577243,0.7295216,0.7793137,0.7539104,0.7048677,0.7707741,0.6960526,0.7414288,0.7341377,0.6973522,0.7402961,0.7568981,0.7417539,0.7396578,0.7445883,0.68464,0.7049541,0.7254403,0.7038676,0.6817075,0.76109,0.6914383,0.7055035,0.7489089,0.6772239,0.7291498,0.7501352,0.7442839,0.7188038,0.7533768,0.7263834,0.7338914,0.735234,0.7541398,0.7448439,0.7476759,0.7611762,0.7329455,0.7528784,0.7246811,0.707895
0.7269476,0.7549179,0.7875762,0.7075233,0.7844559,0.7693498,0.7793067,0.7933035,0.7324009,0.8026093,0.7112668,0.7302318,0.7521971,0.8617399,0.7600068,0.8442551,0.7653909,0.7481449,0.6602268,0.7473643,0.8439478,0.7579305,0.8065795,0.743053,0.7897279,0.7967815,0.7861357,0.7762982,0.7537485,0.7024927,0.7050573,0.7979748,0.7774912,0.7888091,0.7962233,0.7597079,0.7614146,0.7424843,0.7262566,0.8089627,0.7167581,0.8221013,0.7444822,0.6718761,0.7880443,0.7929278,0.8479474,0.7729409,0.8102911,0.7794366,0.6987599,0.7600929,0.8168519,0.761079,0.7478203,0.7380805,0.7449838,0.775411,0.6983968,0.7618713,0.725962,0.7767167,0.7463465,0.7509933,0.7300031,0.7439808,0.7544138,0.741342,0.742717,0.7498505,0.7757025,0.7933841,0.7773206,0.7372073,0.8048362,0.700209,0.7094675,0.7924385,0.8164614,0.8175674,0.7235149,0.6717128,0.6759296,0.8015272,0.743686,0.7414644,0.7233962,0.7907161,0.7246774,0.7854958,0.7543792,0.7770099,0.7981003,0.7788888,0.8275726,0.741406,0.8019547,0.7472624,0.8185477,0.8006663,0.7842858,0.6980653,0.8028939,0.7923762,0.7130111,0.7758972,0.7715454,0.7925832,0.7779444,0.7824019,0.8568293,0.7483858,0.7654965,0.7721674,0.6547385,0.7220073,0.7621922,0.6938875,0.7120676,0.7999355,0.6912041,0.7707006,0.751702,0.7271662,0.7687694,0.7468935,0.7556775,0.7335134,0.7350967,0.8102345,0.7829247,0.8065533,0.7883343,0.7947572,0.7177918,0.7081556,0.8080218,0.7331656,0.8249258
0.8196009,0.8238445,0.8382429,0.8573506,0.8504692,0.7859617,0.857738,0.8509921,0.8473586,0.8270534,0.8426135,0.8495272,0.7989666,0.8453903,0.8708607,0.855694,0.8666874,0.844822,0.8531997,0.7984574,0.8460482,0.8495712,0.8446001,0.9102001,0.8384728,0.8565119,0.8418686,0.8737829,0.8325012,0.8420885,0.8207685,0.8444905,0.8505729,0.8360833,0.7511744,0.8349153,0.8261669,0.8450016,0.8511995,0.8508267,0.8099555,0.8449463,0.8330656,0.8351679,0.8672096,0.8504369,0.8507406,0.8469245,0.8368446,0.8372782,0.8504978,0.8522677,0.8340729,0.8119507,0.8105187,0.8576205,0.868562,0.8066553,0.8494111,0.8246802,0.8456946,0.8521736,0.8422341,0.8453824,0.8190721,0.7791011,0.8820429,0.8260902,0.8508024,0.8371198,0.8591964,0.863889,0.8501003,0.8575211,0.7860305,0.8521854,0.8196668,0.8197682,0.7667428,0.8428416,0.8386167,0.8045409,0.866,0.8456306,0.8345786,0.8379098,0.8198365,0.8461098,0.818725,0.8688467,0.8503676,0.8491107,0.8470126,0.8401396,0.8496778,0.806531,0.8389423,0.8662858,0.8132647,0.8647092,0.8355807,0.8472395,0.8511094,0.8382714,0.8283904,0.8435235,0.8629721,0.8145785,0.8496724,0.8550133,0.8608169,0.85298,0.8444681,0.8552167,0.843944,0.815016,0.8336232,0.7718775,0.8599244,0.8600166,0.8288797,0.8284357,0.8560357,0.8351191,0.8579299,0.8045772,0.8371955,NA,0.8391438,0.8694207,0.8624963,0.8525577,0.8537739,0.8217002,0.8205962,0.8629996,0.8588461,0.8528948,0.8509068
0.6465456,0.6323198,0.691969,0.6790546,0.6764491,0.6714328,0.6501639,0.6925137,0.6179184,0.6698401,0.584357,0.625998,0.6699872,0.6545765,0.6781778,0.6618766,0.6476018,0.6665147,0.6536989,0.57385,0.711197,0.668125,0.6586117,0.6850126,0.679091,0.6925985,0.670159,0.6537889,0.685999,0.6737729,0.6168047,0.6758208,0.619643,0.6640695,0.6817944,0.6869648,0.6228475,0.6706426,0.687175,0.6928883,0.6411981,0.6533338,0.6619947,0.6189158,0.6247988,0.6606041,0.6899142,0.6621453,0.667958,0.6862345,0.6119164,0.6803962,0.6550035,0.65336,0.6777646,0.6852455,0.6306782,0.6369626,0.6514391,0.6528971,0.6199192,0.6901183,0.6352249,0.6822128,0.710068,0.6362946,0.6493215,0.6547988,0.6124858,0.6626815,0.6970656,0.6399622,0.6912711,0.6103158,0.6711869,0.6065331,0.6544422,0.6414308,0.6719279,0.6135452,0.6420715,0.642653,0.6419767,0.6324211,0.6236322,0.6342668,0.6504097,0.6704308,0.6030942,0.5985892,0.6337495,0.65466,0.676477,0.5917105,0.6658541,0.5974615,0.6601587,0.708572,0.6501307,0.657734,0.6786704,0.6512809,0.6084119,0.6134301,0.6267117,0.6377199,0.6990548,0.6402255,0.6685184,0.6934814,0.6268128,0.6422574,0.6796005,0.6522017,0.6747137,0.649313,0.6703576,0.5926562,0.6644446,0.6586394,0.6619307,0.6568194,0.6933203,0.6240472,0.632875,0.65691,0.6731681,0.6810133,0.6722971,0.6795253,0.6317531,0.6568634,0.6757143,0.6296902,0.5970579,0.6380187,0.6927502,0.7028195,0.6790868
0.3547225,0.3513088,0.3642012,0.3711759,0.334933,0.3357776,0.3339729,0.3283045,0.3325289,0.3655773,0.3271063,0.3996154,0.3518653,0.3453072,0.3501403,0.3466853,0.3237163,0.343576,0.3309142,0.3411566,0.3328654,0.3667554,0.3278224,0.3223667,0.3380677,0.3610426,0.3322353,0.355509,0.35786,0.3582185,0.3408452,0.377311,0.3477444,0.3603903,0.3427427,0.3292162,0.3437518,0.3654582,0.3346464,0.3603635,0.3532234,0.3206434,0.3194289,0.3834953,0.329055,0.3389395,0.3422985,0.3454704,0.3598101,0.334737,0.3305641,0.3149421,0.3375124,0.3296105,0.3254233,0.3391641,0.3370047,0.3115477,0.310268,0.359737,0.3786194,0.3615578,0.3548603,0.3478966,0.3529101,0.3494765,0.3548424,0.3599389,0.3465385,0.3728679,0.3388286,0.3378717,0.3324357,0.3375005,0.3665237,0.3868273,0.3543689,0.3476786,0.3314331,0.3109426,0.3532284,0.3328889,0.3597196,0.3558608,0.3611841,0.3421036,0.3297592,0.3823635,0.3485132,0.3505803,0.3859291,0.3488751,0.3193004,0.3452023,0.3496955,0.3585596,0.302255,0.3438369,0.319522,0.3287151,0.3393418,0.3232138,0.3468514,0.3285803,0.4022733,0.3534241,0.3373286,0.338303,0.3389463,0.3465851,0.3300222,0.3668662,0.3177819,0.3533421,0.3447965,0.3459716,0.338222,0.3560422,0.334272,0.354885,0.3724203,0.3789245,0.3542547,0.3149298,0.3826273,0.3047393,0.3117987,0.3351075,0.3674693,0.3363059,0.3413638,0.3426425,0.3669527,0.3595341,0.3917843,0.3160138,0.3114735,0.3617274,0.333974
0.2728973,0.2508454,0.2246934,0.2075884,0.1904724,0.2294561,0.2394998,0.1296482,0.1788862,0.1803914,0.1925177,0.1951852,0.181793,0.1929803,0.1845171,0.1733865,0.2422995,0.1850075,0.1632392,0.2177026,0.2215568,0.1704716,NA,0.1700522,0.1745084,0.1961107,0.2194161,NA,0.2495183,0.2842672,0.2278149,0.1907834,0.1840831,0.2067645,0.1537803,0.1395111,0.2014837,0.28281,0.1450454,0.2743765,0.3133937,0.2132188,0.1872525,0.2342992,0.2041543,0.1642248,0.1415942,0.1560059,0.1766752,0.176903,0.1572141,0.1907031,0.1329149,0.2478822,0.2306797,0.2219436,0.1773132,0.2881674,0.1835058,0.1827433,0.2257143,0.275152,0.2186853,0.2269032,0.268943,0.2073569,0.1968668,0.1828565,0.1454982,0.1941183,0.1656528,0.1788784,0.167926,0.1477485,0.1740573,0.2453413,0.2360541,0.1412118,0.1952482,0.1890984,0.1784271,0.3858901,0.1953508,0.175463,0.2761948,0.1573836,0.2014927,0.2179563,0.207179,0.1565159,0.1430223,0.2910651,0.2131213,0.1315567,0.1784018,0.2207418,0.2142968,0.1736899,0.2107957,0.1512093,0.2183574,0.1538655,0.1965904,0.1517901,0.1820932,0.2462628,0.1850603,0.2160768,0.1866538,0.1421323,0.1650619,0.1606941,0.1390718,0.2268269,0.1995047,0.1790862,0.2313513,0.2367188,0.1491782,0.2759846,0.3057653,0.1707879,0.216487,0.2010184,0.1935311,0.2287055,0.2405159,0.135079,0.2251355,0.1576368,0.197337,0.1834255,0.2604164,0.2104641,0.2337909,0.1645129,0.1981445,0.1881665,0.1937151
